marque;modele;prix;annee;kilometrage;energie;nombre chevaux;code postal
Peugeot;208;18900;2020;23993;essence;1008;83720
Renault;Arkana;24580;2023;35045;essence;14521;21000
Peugeot;208;14990;2019;106045;essence;2081008;85200
Peugeot;e-208;18990;2023;34589;essence;208136;62219
Peugeot;3008;19990;2024;500;essence;1808;66000
Peugeot;208;32890;2021;57519;Diesel;1008;80330
Peugeot;e-208;45980;2022;61603;essence;20850136;Bonne affaire
Volkswagen;Golf;22990;2023;9980;essence;151507;85200
Peugeot;308;22990;2022;20824;essence;1308;92240
Peugeot;e-208;18900;2022;74641;Diesel;50136;83500
Peugeot;208;27360;2021;37855;essence;1008;26000
Renault;Captur;35500;2023;22244;essence;145;33210
Peugeot;e-2008;32990;2025;100;hybride;2008136;23000
Peugeot;2008;40990;2020;58164;essence;20081308;44600
Peugeot;308;26990;2021;60657;essence;2258;83720
Citroën;C3;43750;2023;31594;essence;113;14100
Peugeot;e-2008;22890;2022;44788;essence;50136;56000
Peugeot;2008;16990;2020;38000;essence;20081308;78240
Peugeot;e-308;38390;2022;77844;Diesel;30854156;85200
Renault;Arkana;28550;2020;65307;essence;14522;94170
Peugeot;308 SW;20490;2022;68590;Diesel;3081308;85180
Renault;Arkana;57980;2024;9251;Diesel;140;31600
Volkswagen;Tiguan;23390;2022;83425;essence;201507;31000
Peugeot;2008;16990;2020;38000;essence;20081308;78240
Peugeot;e-308;38390;2022;77844;Diesel;30854156;85200
Renault;Arkana;28550;2020;65307;essence;14522;94170
Peugeot;308 SW;20490;2022;68590;Diesel;3081308;85180
Renault;Arkana;57980;2024;9251;Diesel;140;31600
Volkswagen;Tiguan;23390;2022;83425;essence;201507;31000
Peugeot;3008;24990;2021;62130;essence;30082258;24750
Peugeot;208;21640;2021;47722;essence;1106;02100
Peugeot;e-208;16900;2021;36325;Diesel;20850136;23000
Peugeot;308;10890;2020;26669;hybride;1308;26000
Dacia;Spring;28490;2024;12657;Diesel;;64000
Peugeot;308 SW;25490;2024;18810;essence;3081308;36250
Peugeot;e-208;25500;2021;96545;essence;20850136;Bonne affaire
Peugeot;208;14999;2021;35590;essence;1008;40800
Peugeot;e-208;17480;2022;24950;essence;20850136;72100
Peugeot;3008;27990;2019;55147;essence;30081308;85000
Peugeot;3008;42490;2022;13436;essence;30082258;85200
Peugeot;308;40062;2023;16173;essence;1808;50110
Peugeot;3008;27990;2025;10;essence;1308;83720
Dacia;Journey;12990;2022;22635;essence;14042;76600
Renault;Megane E Tech;31490;2021;66827;essence;60220;78000
Peugeot;e-208;19990;2023;59619;essence;50136;Super affaire
Renault;Clio;21490;2024;9500;essence;145;14000
Peugeot;208;27790;2020;60599;essence;1008;78190
Peugeot;3008;27490;2022;20703;essence;2258;66000
Peugeot;308 SW;17990;2021;18614;essence;1308;83100
Renault;Clio;19990;2022;17462;essence;145;64500
Renault;Arkana;9600;2024;11631;essence;14023;59160
Dacia;Spring;27856;2022;30945;essence;;Bonne affaire
Peugeot;2008;13990;2021;43500;essence;20081308;46000
Peugeot;3008;24990;2019;51825;essence;1308;83600
Peugeot;e-2008;18990;2022;42654;essence;2008136;71300
Peugeot;e-208;22999;2022;35059;essence;208136;59187
Renault;Arkana;28590;2024;9276;essence;14521;59750
Audi;Q2;40990;2024;10220;essence;351507;74600
Dacia;Spring;11890;2022;27281;essence;;08200
Peugeot;2008;16290;2024;13529;essence;20081308;78240
Peugeot;3008;39920;2017;116360;essence;1308;83600
Volkswagen;Polo;19999;2024;12200;essence;10957;33260
Peugeot;3008;38990;2024;6437;essence;1366;89000
Peugeot;e-2008;23890;2020;30498;essence;2008136;Super affaire
Peugeot;308;25490;2019;63096;essence;3081308;67500
Peugeot;3008;17980;2024;20249;Diesel;2258;71300
Peugeot;2008;11890;2023;30000;Diesel;1308;93500
Peugeot;e-208;15800;2021;42686;essence;50136;26000
Peugeot;2008;15990;2019;132108;essence;20081308;95350
Citroën;C3;22890;2023;7192;essence;121106;59187
Renault;Clio;20990;2019;61607;essence;145;64100
Peugeot;308;13690;2021;29706;essence;2258;92000
Peugeot;2008;16990;2021;43488;essence;20081308;78240
Peugeot;308;25990;2021;61887;essence;1308;62310
Peugeot;2008;25990;2020;80627;essence;1308;59650
Peugeot;308;36000;2021;31089;Diesel;2258;26000
Peugeot;3008;24590;2020;46426;essence;300843008;17000
Peugeot;2008;15490;2023;19480;essence;1308;66000
Peugeot;308 SW;22490;2021;42360;essence;151308;68110
Peugeot;308;28990;2020;67632;essence;1308;13008
Audi;Q3;20990;2021;52698;essence;351507;35510
Renault;Arkana;20590;2022;23327;essence;140;69200
Peugeot;2008;18690;2021;19127;essence;1308;76120
Renault;Captur;30850;2024;5622;hybride;14521;21200
Peugeot;2008;22990;2021;54334;essence;1308;66000
Renault;Arkana;27990;2021;33377;essence;14523;33140
Renault;Clio;18490;2025;2;essence;1614524;49400
Peugeot;e-208;34990;2024;16152;essence;50136;Bonne affaire
Peugeot;3008;38200;2021;52705;essence;1366;83100
Peugeot;3008;34590;2023;30293;essence;1308;78000
Volkswagen;T-Roc;33820;2023;36116;essence;1521507;83600
Peugeot;2008;21490;2023;36116;essence;1308;78180
Peugeot;308 SW;38990;2025;1000;essence;1808;50110
Peugeot;208;21500;2019;67964;essence;1008;66000
Renault;Arkana;22190;2022;32553;essence;14521;52200
Peugeot;3008;16990;2021;19201;essence;1308;13008
Volkswagen;Tiguan;52990;2025;8000;essence;152046;62700
Peugeot;e-208;15990;2020;65937;hybride;50136;83100
Renault;Clio;19490;2021;22259;essence;140;42000
Renault;Captur;18490;2021;52072;essence;160;41200
Peugeot;2008;22393;2024;14578;essence;1308;14500
Dacia;Spring;19990;2022;26670;essence;5;33210
Peugeot;308;8990;2022;16434;essence;1808;92240
Dacia;Spring;18890;2024;11000;essence;452020;Super affaire
Renault;Megane;28990;2018;61387;essence;15115;44190
Peugeot;2008;25290;2021;60690;essence;20081308;49000
Peugeot;e-208;24900;2022;54637;essence;20850136;17810
Peugeot;208;16790;2022;14858;essence;1008;92240
Volkswagen;T-Roc;24295;2022;47524;essence;151507;63170
Peugeot;3008;18990;2022;12232;essence;30081308;35600
Peugeot;308;22999;2024;9396;essence;1808;59650
Renault;Arkana;17990;2020;79069;essence;16021;06800
Renault;Arkana;17990;2022;34100;Diesel;14021;28630
Peugeot;e-3008;46900;2024;19171;essence;300873210;24750
Peugeot;208;15490;2021;70000;essence;1008;33310
Peugeot;2008;22990;2024;7658;essence;1308;34970
Peugeot;308;16990;2024;29750;Diesel;3081308;16100
Renault;Arkana;21990;2024;9925;hybride;14523;78190
Peugeot;e-208;14990;2021;103526;essence;50136;60400
Peugeot;2008;13990;2023;43646;essence;1106;80330
Peugeot;2008;19490;2022;23273;essence;121308;76600
Renault;Clio;21990;2020;59374;essence;145;31400
Peugeot;2008;35450;2022;100;essence;1558;83720
Peugeot;3008;26990;2022;69206;Diesel;300843008;85180
Peugeot;e-208;16890;2024;1764;essence;50136;83100
Peugeot;3008;45990;2022;99851;essence;121456;59280
Peugeot;308;27000;2021;34221;essence;1308;44400
Renault;Captur;27900;2024;8159;hybride;160;77120
Renault;Megane E Tech;25490;2023;25822;essence;60220;21400
Dacia;Duster;25990;2021;32838;Diesel;14042;34500
Renault;Arkana;32390;2021;74986;Diesel;14522;41200
Renault;Megane;28750;2024;17500;essence;115;69140
Peugeot;e-208;17980;2022;38182;essence;51156;Bonne affaire
Peugeot;e-2008;15990;2019;62540;Diesel;2008136;Bonne affaire
Peugeot;2008;17000;2021;47379;essence;1308;71200
Renault;Clio;16490;2023;14200;essence;140;83100
Renault;Megane;18490;2025;10000;essence;115;89100
Peugeot;208;17000;2023;34171;Diesel;1008;83160
Peugeot;e-2008;15990;2019;62540;Diesel;2008136;Bonne affaire
Peugeot;2008;17000;2021;47379;essence;1308;71200
Renault;Clio;16490;2023;14200;essence;140;83100
Renault;Megane;18490;2025;10000;essence;115;89100
Peugeot;208;17000;2023;34171;Diesel;1008;83160
Volkswagen;Polo;17490;2020;33049;essence;109576;06800
Mercedes-Benz;GLC Coupé;51990;2021;22117;essence;3004;68390
Peugeot;3008;23690;2021;69760;essence;30082258;17000
Renault;Captur;17500;2021;71307;essence;140;71100
Peugeot;3008;22990;2023;2975;essence;121306;94120
Peugeot;e-2008;37990;2020;84296;essence;2008136;Super affaire
Peugeot;2008;26390;2024;20914;essence;1308;62400
Peugeot;e-2008;15880;2023;58219;Diesel;54156;44700
Peugeot;308;24290;2022;15343;essence;1808;80100
Volkswagen;Polo;25989;2023;15751;essence;101167;31100
Volkswagen;Polo;25987;2024;16441;essence;101167;54520
Dacia;Spring;11590;2022;83265;essence;;92000
Mercedes-Benz;Classe C;46990;2019;100705;essence;3009;84100
Peugeot;3008;22490;2023;22384;essence;30081308;71000
Peugeot;3008;22990;2021;92036;Diesel;1308;02100
Renault;Captur;24900;2023;8266;essence;145;83170
Peugeot;3008;15290;2024;13140;Diesel;2258;88100
Peugeot;2008;14990;2020;55933;essence;20081308;78240
Peugeot;2008;72889;2021;80377;essence;1308;78180
Mercedes-Benz;GLC;26990;2024;11900;essence;3004;57600
Peugeot;308 SW;23990;2023;28590;essence;3081308;28400
Peugeot;308;35980;2022;42429;Diesel;3081308;36250
Peugeot;3008;18990;2024;7407;essence;1308;02100
Renault;Megane;16290;2024;14800;Diesel;115;78190
Peugeot;208;27520;2022;54170;essence;1308;94100
Peugeot;308 SW;21960;2021;64571;essence;3081308;78240
Renault;Captur;18490;2022;21402;essence;14521;83400
Renault;Captur;19990;2022;50010;essence;14521;31100
Audi;A3;33900;2024;3857;essence;452456;06200
Peugeot;208;22990;2022;15851;essence;1008;83600
Mercedes-Benz;GLA;35990;2021;11465;essence;2001508;44400
Peugeot;208;15990;2021;17787;essence;2081008;78240
Peugeot;e-2008;13980;2023;13054;essence;136;56000
Renault;Clio;27990;2021;75282;essence;1452;76000
Peugeot;2008;18990;2021;40197;essence;121308;62219
Renault;Arkana;30540;2024;5500;hybride;1452;33140
Citroën;C3;20390;2020;103373;essence;1106;44700
Renault;Arkana;18290;2022;26424;hybride;14523;93500
Peugeot;e-208;19990;2021;58000;essence;50136;Bonne affaire
Renault;Clio;26490;2022;129575;Diesel;145;33110
Renault;Clio;20990;2024;15967;essence;145;32000
Peugeot;308;26000;2021;36702;essence;1308;10200
Peugeot;2008;16590;2022;6485;essence;121308;59640
Peugeot;e-2008;31990;2024;9132;essence;136;Bonne affaire
Peugeot;e-208;9990;2025;8000;Diesel;50136;13008
Peugeot;3008;23000;2021;40195;essence;1366;Bonne affaire
Peugeot;e-2008;43850;2021;29330;essence;54156;02100
Peugeot;308;19490;2024;6386;hybride;1308;44400
Peugeot;2008;23790;2022;18037;essence;1308;59650
Peugeot;e-208;33990;2024;20055;essence;50136;Bonne affaire
Renault;Arkana;24900;2021;59910;essence;14522;13008
Audi;A3;36990;2022;13246;essence;351507;71300
Volkswagen;Golf;23990;2022;40525;essence;151507;33260
Peugeot;308;24990;2021;38663;essence;121366;06300
Peugeot;3008;27990;2022;13648;essence;30082258;49300
Dacia;Sandero;15990;2023;12000;essence;9022;31400
Renault;Captur;19490;2021;46760;essence;14021;04100
Audi;A3;32900;2024;11478;essence;351507;78180
Citroën;C3;18450;2022;52366;essence;31106;17600
Citroën;C3;22790;2022;42537;essence;1106;13008
Peugeot;308;40990;2023;13272;essence;1308;83500
Volkswagen;T-Roc;18690;2020;60053;essence;1521507;38920
Peugeot;2008;20490;2022;19960;essence;1308;92240
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Citroën;C3;29450;2022;16832;essence;1106;69200
Peugeot;e-2008;15490;2025;7000;Diesel;2008156;28400
Citroën;C3;81990;2022;81840;essence;31106;17100
Mercedes-Benz;GLC Coupé;15490;2022;33335;essence;220425434;68000
Peugeot;3008;20480;2021;55430;Diesel;1308;13920
Citroën;C3;38900;2023;10;essence;31106;17100
Peugeot;2008;20990;2022;95061;Diesel;20081308;17000
Peugeot;e-2008;27890;2021;19908;essence;136;Bonne affaire
Mercedes-Benz;Classe C;22900;2025;500;essence;220;31200
Citroën;C3;14990;2022;33276;essence;1106;78000
Peugeot;e-208;38490;2024;5000;Diesel;50136;13008
Peugeot;308 SW;13980;2023;20505;hybride;1808;80000
Peugeot;308;22990;2025;5000;Diesel;3081308;24750
Peugeot;208;29990;2023;49700;essence;1008;89300
Volkswagen;Polo;24890;2021;41550;hybride;101107;54520
Peugeot;e-208;20590;2023;27147;essence;54156;60400
Renault;Arkana;21990;2022;97480;essence;145;86100
Peugeot;e-2008;12490;2020;41606;essence;136;Super affaire
Peugeot;308;17930;2025;6000;essence;121308;59160
Citroën;C3;32490;2020;107616;Diesel;1106;67500
Peugeot;e-2008;10490;2019;99587;essence;2008136;94340
Peugeot;e-208;18490;2023;20932;essence;208136;62219
Peugeot;208;24290;2024;8000;Diesel;1008;33310
Volkswagen;Polo;41090;2018;43910;essence;10957;83470
Renault;Megane;35390;2022;24780;essence;115;64200
Renault;Megane;24490;2024;11899;Diesel;115;31620
Peugeot;308;35300;2021;46701;hybride;1308;94120
Peugeot;e-208;17490;2019;43708;essence;208136;59640
Renault;Arkana;22690;2022;32762;essence;14521;69009
Audi;Q2;33980;2023;16389;hybride;351507;95700
Peugeot;e-2008;21490;2021;62112;essence;136;44400
Renault;Megane E Tech;24900;2021;63734;Diesel;60220;77240
Citroën;C3;16990;2020;46000;essence;1106;13008
Peugeot;308;20190;2021;58889;essence;3081308;72100
Peugeot;2008;19390;2022;70200;Diesel;1308;40280
Peugeot;e-2008;18990;2021;62067;essence;136;Bonne affaire
Peugeot;3008;34990;2024;4550;essence;1366;59650
Peugeot;2008;34190;2023;36146;essence;1308;83400
Peugeot;308;19590;2020;37000;essence;121308;59220
Peugeot;3008;29590;2024;46163;essence;1808;83100
Peugeot;2008;19990;2023;17091;essence;1213087;67800
Peugeot;3008;28980;2022;28282;essence;121308;62200
Peugeot;3008;29290;2019;59088;essence;1308;33110
Peugeot;3008;14990;2024;2534;essence;1308;44700
Peugeot;208;40750;2021;47545;essence;1008;83100
Renault;Arkana;21990;2022;47614;essence;14021;41200
Peugeot;208;14990;2025;7500;Diesel;2081008;71300
Mercedes-Benz;Classe A;39990;2022;50639;Diesel;2008;13010
Audi;Q3;55990;2022;80165;essence;351507;06200
Renault;Megane;32717;2022;88246;essence;11521;06800
Peugeot;3008;19290;2022;53685;essence;1808;83100
Peugeot;e-2008;22490;2022;29332;essence;136;Super affaire
Peugeot;208;20990;2021;13607;essence;1006;59650
Peugeot;308;30690;2023;22022;essence;1308;50110
Peugeot;208;18499;2024;3500;essence;2081308;78180
Citroën;C3;15490;2022;61007;essence;31106;23000
Peugeot;208;15290;2020;46900;essence;121008;85000
Audi;Q2;44990;2021;93625;Diesel;351507;44700
Peugeot;3008;56900;2024;3569;essence;2258;33110
Mercedes-Benz;GLA;40990;2024;14459;essence;200;57070
Volkswagen;T-Roc;18900;2023;12470;essence;1521507;62700
Dacia;Spring;25695;2022;28764;essence;;Super affaire
Peugeot;2008;17990;2021;31874;essence;1308;35510
Peugeot;2008;15490;2023;27779;essence;1106;83600
Peugeot;3008;38190;2021;90640;essence;1308;35133
Peugeot;e-208;21950;2025;7700;essence;208136;59640
Renault;Arkana;24280;2023;11087;essence;14022;77170
Peugeot;208;20990;2020;87748;essence;1008;50110
Peugeot;3008;31290;2022;10683;essence;1808;83100
Peugeot;e-208;27490;2022;29782;essence;50136;Bonne affaire
Peugeot;2008;21490;2021;14018;essence;1308;13008
Peugeot;308;39450;2023;29961;essence;121308;67500
Peugeot;308;24790;2024;6960;Diesel;1808;56000
Audi;Q3;9990;2021;56700;essence;452456;63170
Peugeot;308;29990;2021;65623;essence;1808;83400
Renault;Megane;17990;2024;26902;essence;115;35200
Peugeot;e-2008;19990;2022;32949;essence;;58640
Peugeot;308;18990;2020;87459;essence;1308;14100
Audi;Q2;31435;2024;7509;essence;351507;74200
Peugeot;208;18990;2022;11088;essence;1008;31200
Peugeot;3008;23990;2022;76851;essence;1308;14800
Peugeot;3008;30690;2022;18532;essence;1308;13008
Dacia;Spring;22190;2025;5000;essence;;Super affaire
Volkswagen;T-Roc;16990;2024;1000;essence;151507;13011
Peugeot;e-2008;16500;2023;27241;essence;136;13700
Peugeot;3008;18490;2018;68765;essence;3008121306;17000
